1 54000 54001 -591834.419336169 -591840.974456599 29100
2 54000 54001 -591834.419336169 -591840.978182519 61873
3 54000 54001 -591834.419336169 -591840.939698771 92807
4 54000 54001 -591834.419336169 -591840.828074494 19662
5 54000 54001 -591834.419336169 -591840.834254409 69804
6 54000 54001 -591834.419336169 -591840.841353082 56543
7 54000 54001 -591834.419336169 -591841.003442442 67636
8 54000 54001 -591834.419336169 -591840.898519137 32547
9 54000 54001 -591834.419336169 -591840.952824733 82074
10 54000 54001 -591834.419336169 -591840.739470479 36818
11 54000 54001 -591834.419336169 -591840.807354299 45209
12 54000 54001 -591834.419336169 -591840.805196462 25263
13 54000 54001 -591834.419336169 -591840.872775786 81472
14 54000 54001 -591834.419336169 -591840.853784209 24039
15 54000 54001 -591834.419336169 -591840.804311154 34966
16 54000 54001 -591834.419336169 -591840.703325417 84425
17 54000 54001 -591834.419336169 -591840.411441391 48866
18 54000 54001 -591834.419336169 -591840.837325664 93488
19 54000 54001 -591834.419336169 -591840.795241832 51908
20 54000 54001 -591834.419336169 -591840.929880142 76006
21 54000 54001 -591834.419336169 -591840.967964679 41173
22 54000 54001 -591834.419336169 -591840.841322936 11403
23 54000 54001 -591834.419336169 -591840.863993695 44982
24 54000 54001 -591834.419336169 -591840.779853027 87206
25 54000 54001 -591834.419336169 -591840.770028844 18168
26 54000 54001 -591834.419336169 -591840.88962112 58001
27 54000 54001 -591834.419336169 -591839.505437226 57346
28 54000 54001 -591834.419336169 -591840.828285006 66600
29 54000 54001 -591834.419336169 -591840.921466513 21338
30 54000 54001 -591834.419336169 -591840.827369563 79401
31 54000 54001 -591834.419336169 -591840.854635745 34801
32 54000 54001 -591834.419336169 -591840.871729335 58587
33 54000 54001 -591834.419336169 -591840.802803275 16959
34 54000 54001 -591834.419336169 -591840.806397689 50278
35 54000 54001 -591834.419336169 -591840.773884625 62150
36 54000 54001 -591834.419336169 -591840.827353189 67615
37 54000 54001 -591834.419336169 -591840.763119099 28579
38 54000 54001 -591834.419336169 -591840.886922038 28930
39 54000 54001 -591834.419336169 -591840.828682342 54797
40 54000 54001 -591834.419336169 -591840.732039352 62121
41 54000 54001 -591834.419336169 -591840.767011023 71616
42 54000 54001 -591834.419336169 -591840.83589669 36542
43 54000 54001 -591834.419336169 -591840.647406062 98217
44 54000 54001 -591834.419336169 -591840.80294907 76813
45 54000 54001 -591834.419336169 -591840.995157492 91264
46 54000 54001 -591834.419336169 -591840.815661222 93203
47 54000 54001 -591834.419336169 -591840.81842012 37096
48 54000 54001 -591834.419336169 -591840.188925089 65428
49 54000 54001 -591834.419336169 -591841.069096578 57216
50 54000 54001 -591834.419336169 -591840.753064225 48210
51 54000 54001 -591834.419336169 -591840.868821643 90384
52 54000 54001 -591834.419336169 -591840.509152759 41571
53 54000 54001 -591834.419336169 -591840.795784478 49717
54 54000 54001 -591834.419336169 -591840.814596557 89384
55 54000 54001 -591834.419336169 -591840.964584192 69172
56 54000 54001 -591834.419336169 -591840.894573396 49500
57 54000 54001 -591834.419336169 -591840.932680739 88461
58 54000 54001 -591834.419336169 -591840.691571968 44090
59 54000 54001 -591834.419336169 -591840.865662461 34912
60 54000 54001 -591834.419336169 -591840.721826054 44519
61 54000 54001 -591834.419336169 -591840.802058942 75936
62 54000 54001 -591834.419336169 -591840.749275821 94579
63 54000 54001 -591834.419336169 -591840.807564334 43943
64 54000 54001 -591834.419336169 -591840.804789284 66837
65 54000 54001 -591834.419336169 -591840.434540859 27434
66 54000 54001 -591834.419336169 -591840.928021782 54156
67 54000 54001 -591834.419336169 -591840.862129881 24631
68 54000 54001 -591834.419336169 -591840.753394672 91472
69 54000 54001 -591834.419336169 -591840.887321032 64355
70 54000 54001 -591834.419336169 -591840.681056516 16280
71 54000 54001 -591834.419336169 -591840.881863711 29434
72 54000 54001 -591834.419336169 -591840.679766515 69643
73 54000 54001 -591834.419336169 -591840.373411867 30512
74 54000 54001 -591834.419336169 -591840.789908429 16993
75 54000 54001 -591834.419336169 -591840.925087162 21498
76 54000 54001 -591834.419336169 -591840.939786528 64503
77 54000 54001 -591834.419336169 -591840.897520448 61406
78 54000 54001 -591834.419336169 -591840.992079759 95134
79 54000 54001 -591834.419336169 -591840.435397298 45889
80 54000 54001 -591834.419336169 -591840.76853739 51583
81 54000 54001 -591834.419336169 -591840.825614827 43110
82 54000 54001 -591834.419336169 -591840.86853446 18826
83 54000 54001 -591834.419336169 -591840.82471627 26098
84 54000 54001 -591834.419336169 -591840.749353669 84546
85 54000 54001 -591834.419336169 -591841.020737845 99339
86 54000 54001 -591834.419336169 -591840.762623982 48436
87 54000 54001 -591834.419336169 -591840.821921687 34625
88 54000 54001 -591834.419336169 -591840.740115307 33596
89 54000 54001 -591834.419336169 -591840.814597712 96389
90 54000 54001 -591834.419336169 -591840.750787322 58873
91 54000 54001 -591834.419336169 -591840.788818129 82318
92 54000 54001 -591834.419336169 -591840.800393095 33193
93 54000 54001 -591834.419336169 -591840.449470822 17502
94 54000 54001 -591834.419336169 -591840.341579361 41260
95 54000 54001 -591834.419336169 -591840.999539297 37263
96 54000 54001 -591834.419336169 -591840.651085258 99035
97 54000 54001 -591834.419336169 -591840.830378667 75823
98 54000 54001 -591834.419336169 -591839.837633848 62653
99 54000 54001 -591834.419336169 -591840.96113925 46063
100 54000 54001 -591834.419336169 -591840.818405756 13917
101 54000 54001 -591834.419336169 -591840.760815924 89124
102 54000 54001 -591834.419336169 -591840.67003927 32056
103 54000 54001 -591834.419336169 -591840.978718169 12484
104 54000 54001 -591834.419336169 -591840.74071381 12696
105 54000 54001 -591834.419336169 -591840.790359763 71556
106 54000 54001 -591834.419336169 -591840.497395134 36194
107 54000 54001 -591834.419336169 -591840.78481998 55369
108 54000 54001 -591834.419336169 -591840.803347262 14110
109 54000 54001 -591834.419336169 -591840.830190279 19030
110 54000 54001 -591834.419336169 -591840.875505447 98326
111 54000 54001 -591834.419336169 -591840.737452759 91376
112 54000 54001 -591834.419336169 -591840.838972975 86578
113 54000 54001 -591834.419336169 -591840.766682883 15070
114 54000 54001 -591834.419336169 -591840.349278119 27084
115 54000 54001 -591834.419336169 -591840.791081334 38680
116 54000 54001 -591834.419336169 -591840.794430379 90618
117 54000 54001 -591834.419336169 -591840.891542548 12941
118 54000 54001 -591834.419336169 -591840.829311712 27291
119 54000 54001 -591834.419336169 -591840.833573179 57786
120 54000 54001 -591834.419336169 -591840.92487693 53648
121 54000 54001 -591834.419336169 -591840.722706143 22701
122 54000 54001 -591834.419336169 -591840.890502757 41162
123 54000 54001 -591834.419336169 -591840.870874584 57267
124 54000 54001 -591834.419336169 -591840.397892038 78675
125 54000 54001 -591834.419336169 -591840.748611558 84759
126 54000 54001 -591834.419336169 -591840.405128815 91784
127 54000 54001 -591834.419336169 -591840.728664729 80589
128 54000 54001 -591834.419336169 -591840.892516835 37288
129 54000 54001 -591834.419336169 -591840.926361744 43214
130 54000 54001 -591834.419336169 -591840.858281562 58296
131 54000 54001 -591834.419336169 -591840.825880238 67817
132 54000 54001 -591834.419336169 -591840.789194128 98856
133 54000 54001 -591834.419336169 -591840.8168132 64830
134 54000 54001 -591834.419336169 -591840.807365733 91604
135 54000 54001 -591834.419336169 -591840.535835158 37553
136 54000 54001 -591834.419336169 -591840.818637985 42289
137 54000 54001 -591834.419336169 -591840.868707535 46925
138 54000 54001 -591834.419336169 -591840.759070041 57341
139 54000 54001 -591834.419336169 -591840.860006975 66940
140 54000 54001 -591834.419336169 -591840.835583321 62591
141 54000 54001 -591834.419336169 -591840.705843705 59539
142 54000 54001 -591834.419336169 -591840.767150896 89750
143 54000 54001 -591834.419336169 -591840.802216313 76527
144 54000 54001 -591834.419336169 -591840.725109179 51318
145 54000 54001 -591834.419336169 -591840.812309119 17390
146 54000 54001 -591834.419336169 -591840.917654192 32933
147 54000 54001 -591834.419336169 -591840.852276384 63635
148 54000 54001 -591834.419336169 -591840.479227251 99260
149 54000 54001 -591834.419336169 -591840.750158112 95698
150 54000 54001 -591834.419336169 -591841.118379949 22046
151 54000 54001 -591834.419336169 -591840.77825694 72941
152 54000 54001 -591834.419336169 -591840.437333605 76483
153 54000 54001 -591834.419336169 -591840.800662781 57935
154 54000 54001 -591834.419336169 -591840.912517543 72282
155 54000 54001 -591834.419336169 -591840.900165721 22202
156 54000 54001 -591834.419336169 -591840.778340447 76402
157 54000 54001 -591834.419336169 -591840.812086635 87928
158 54000 54001 -591834.419336169 -591840.770257105 97902
159 54000 54001 -591834.419336169 -591840.804715561 68587
160 54000 54001 -591834.419336169 -591840.481301214 50877
161 54000 54001 -591834.419336169 -591840.769376237 54812
162 54000 54001 -591834.419336169 -591840.375127491 57518
163 54000 54001 -591834.419336169 -591840.916343393 73570
164 54000 54001 -591834.419336169 -591840.901882417 48638
165 54000 54001 -591834.419336169 -591840.805349593 93537
166 54000 54001 -591834.419336169 -591840.808214653 35355
167 54000 54001 -591834.419336169 -591840.87145854 75085
168 54000 54001 -591834.419336169 -591840.830919433 11461
169 54000 54001 -591834.419336169 -591840.650686825 12915
170 54000 54001 -591834.419336169 -591840.887697739 87952
171 54000 54001 -591834.419336169 -591840.431037605 63709
172 54000 54001 -591834.419336169 -591840.890157387 71330
173 54000 54001 -591834.419336169 -591840.766758388 33969
174 54000 54001 -591834.419336169 -591840.83183317 29706
175 54000 54001 -591834.419336169 -591840.803966325 92968
176 54000 54001 -591834.419336169 -591840.877217358 39942
177 54000 54001 -591834.419336169 -591840.881408258 42351
178 54000 54001 -591834.419336169 -591840.790052545 79548
179 54000 54001 -591834.419336169 -591840.965744521 60949
180 54000 54001 -591834.419336169 -591840.758637372 20489
181 54000 54001 -591834.419336169 -591839.50478364 13538
182 54000 54001 -591834.419336169 -591840.799214843 16235
183 54000 54001 -591834.419336169 -591840.824946031 77975
184 54000 54001 -591834.419336169 -591840.793339861 34191
185 54000 54001 -591834.419336169 -591840.847985395 81956
186 54000 54001 -591834.419336169 -591840.893237735 38756
187 54000 54001 -591834.419336169 -591840.789377445 66535
188 54000 54001 -591834.419336169 -591840.846223513 73397
189 54000 54001 -591834.419336169 -591840.921245477 22634
190 54000 54001 -591834.419336169 -591840.887142083 23291
191 54000 54001 -591834.419336169 -591840.797614135 13181
192 54000 54001 -591834.419336169 -591840.760830154 39975
193 54000 54001 -591834.419336169 -591840.403122514 96024
194 54000 54001 -591834.419336169 -591840.76082637 38803
195 54000 54001 -591834.419336169 -591840.992936075 66367
196 54000 54001 -591834.419336169 -591840.835173162 10194
197 54000 54001 -591834.419336169 -591840.854967723 42662
198 54000 54001 -591834.419336169 -591840.816721215 49653
199 54000 54001 -591834.419336169 -591840.763451027 92470
200 54000 54001 -591834.419336169 -591840.739762504 25541
201 54000 54001 -591834.419336169 -591840.385827284 60601
202 54000 54001 -591834.419336169 -591840.737983204 14859
203 54000 54001 -591834.419336169 -591840.535851515 27286
204 54000 54001 -591834.419336169 -591840.845708586 23031
205 54000 54001 -591834.419336169 -591840.867992948 50590
206 54000 54001 -591834.419336169 -591840.362886962 91642
207 54000 54001 -591834.419336169 -591840.886912158 54108
208 54000 54001 -591834.419336169 -591840.852175247 33487
209 54000 54001 -591834.419336169 -591840.904061631 45385
210 54000 54001 -591834.419336169 -591840.427333688 56109
211 54000 54001 -591834.419336169 -591840.741127264 33077
212 54000 54001 -591834.419336169 -591840.876330561 28591
213 54000 54001 -591834.419336169 -591840.849247792 52057
214 54000 54001 -591834.419336169 -591840.754924364 35485
215 54000 54001 -591834.419336169 -591840.783007055 40303
216 54000 54001 -591834.419336169 -591840.418403578 12751
217 54000 54001 -591834.419336169 -591840.707671205 51733
218 54000 54001 -591834.419336169 -591840.748726092 72265
219 54000 54001 -591834.419336169 -591840.305055915 17643
220 54000 54001 -591834.419336169 -591840.388115902 96426
221 54000 54001 -591834.419336169 -591840.754358285 75286
222 54000 54001 -591834.419336169 -591840.855774437 10925
223 54000 54001 -591834.419336169 -591840.473425474 71086
224 54000 54001 -591834.419336169 -591841.024574737 78417
225 54000 54001 -591834.419336169 -591840.809570136 32221
226 54000 54001 -591834.419336169 -591840.842220153 83014
227 54000 54001 -591834.419336169 -591840.919324089 35947
228 54000 54001 -591834.419336169 -591840.466197531 96050
229 54000 54001 -591834.419336169 -591840.983991731 27236
230 54000 54001 -591834.419336169 -591840.527449433 60313
231 54000 54001 -591834.419336169 -591840.960904717 58555
232 54000 54001 -591834.419336169 -591840.88166574 77722
233 54000 54001 -591834.419336169 -591840.866548061 50895
234 54000 54001 -591834.419336169 -591840.788487415 80608
